WordOrder	Word	Participant	Position	Vowel	Weight	Focus	Final	Duration	F0	H1H2	Intensity	SpectralBalance
133	tungku	S1	ultima	u	heavy	in-focus	non-final	0.104594335195088	291.698648181157	8.96862432076768	75.5122319639997	33.4402265922442
134	tatap	S1	penult	a	light	in-focus	non-final	0.078101382187128	229.065647432604	3.36990757228369	79.3087415018021	35.6844047547088
134	tatap	S1	ultima	a	light	in-focus	non-final	0.075504796494897	287.611630937303	3.57635879821105	81.4231567770556	29.9120429902215
135	sinting	S1	penult	i	heavy	in-focus	non-final	0.08290109354391	237.705060884801	6.72569369112967	75.515024787208	34.0447706187614
135	sinting	S1	ultima	i	heavy	in-focus	non-final	0.093748754671651	277.38891733018	2.51216123564184	78.6119845773355	29.029633859881
136	cingki	S1	penult	i	heavy	in-focus	non-final	0.122384150593462	226.102382191108	11.7061062478455	72.7131481745981	28.2477227675802
136	cingki	S1	ultima	i	heavy	in-focus	non-final	0.214009751760386	295.291389064784	13.9953733110292	77.3657474733309	28.9417353817176
137	cingki	S1	penult	i	heavy	in-focus	non-final	0.102470122108571	223.763498940879	9.68432819186118	74.8794053185501	31.1529556253841
137	cingki	S1	ultima	i	heavy	in-focus	non-final	0.131340669135625	285.353126283456	13.367226894959	77.4546058445159	27.7858634601528
138	pantas	S1	penult	a	heavy	in-focus	non-final	0.097275863736741	223.929088222225	7.273262039797	78.5916534029009	35.6329328032068
138	pantas	S1	ultima	a	heavy	in-focus	non-final	0.1299201721489	288.450074957462	8.41317646055447	79.4227943122313	34.5052103795281
139	titi	S1	penult	i	light	in-focus	non-final	0.102235334260058	219.763677210416	8.88664843914747	74.1098478113875	31.9011268832644
139	titi	S1	ultima	i	light	in-focus	non-final	0.188159009316337	286.056165567137	13.2400039412964	77.3473321280498	27.1689339154801
140	cete	S1	penult	e	light	in-focus	non-final	0.042838665462341	234.610879051281	0.385987060997124	78.8130756731813	38.8002639364257
140	cete	S1	ultima	e	light	in-focus	non-final	0.249462738777424	255.134400335105	-0.546746937134536	80.6749375938955	37.1056315376243
141	tempe	S1	penult	e	heavy	in-focus	non-final	0.031745529903219	280.91302170437	1.38304895706227	80.4381245732204	31.8715574024331
141	tempe	S1	ultima	e	heavy	in-focus	non-final	0.172559210861664	268.616900601282	-3.24541207012768	81.9188337107421	32.8340559531508
142	susu	S1	penult	u	light	in-focus	non-final	0.10060648391152	239.699976807332	5.35722662065653	71.3269028717409	33.552054631734
142	susu	S1	ultima	u	light	in-focus	non-final	0.135407493626531	268.906016491421	8.27909111406006	72.0890704932511	31.4357682773437
143	tuntun	S1	penult	u	heavy	in-focus	non-final	0.091796843556949	238.205657440541	2.82376563936219	78.1625695740023	39.8500294679664
143	tuntun	S1	ultima	u	heavy	in-focus	non-final	0.11547065386651	246.450991690178	2.01014262424956	76.850527583717	34.0972804208817
144	pantas	S1	penult	a	heavy	in-focus	non-final	0.09875896016365	220.569107937275	5.54386933407799	77.9141146163053	36.3823601901394
144	pantas	S1	ultima	a	heavy	in-focus	non-final	0.119992110310704	257.309878905123	6.08698274703636	79.2666888425535	34.1486502076871
145	tungku	S1	penult	u	heavy	in-focus	non-final	0.068148935737213	233.433941862942	0.720574984945671	76.1666689806603	38.5564845528418
145	tungku	S1	ultima	u	heavy	in-focus	non-final	0.125712131326509	281.742518257125	5.36133578682633	75.3801596250117	31.3556026556992
146	susu	S1	penult	u	light	in-focus	non-final	0.114400388041872	228.739350490863	7.91269237656612	71.4529806568784	33.7589048814568
146	susu	S1	ultima	u	light	in-focus	non-final	0.117910892357713	303.15153995374	13.2305466719302	72.4126410082854	33.9032704484663
147	titi	S1	penult	i	light	in-focus	non-final	0.083911931996568	212.238346793889	5.63278148597929	73.2723973151257	34.7302410094509
147	titi	S1	ultima	i	light	in-focus	non-final	0.108403423132017	290.303287111517	17.3681361945933	76.002199206791	31.3356245960098
149	tatap	S1	penult	a	light	in-focus	non-final	0.076355290797324	210.501274427615	5.75960628945712	76.4217176800777	33.7666892051435
149	tatap	S1	ultima	a	light	in-focus	non-final	0.081494086097564	268.813898395057	7.3813604543949	74.7522433276104	33.108943910621
150	cete	S1	penult	e	light	in-focus	non-final	0.040982128097994	240.140482264	-0.056831180132164	79.1169711777938	35.7572346317132
150	cete	S1	ultima	e	light	in-focus	non-final	0.171564548663468	256.872526909694	0.366912110905723	78.4862555566668	32.9202517525245
151	tutus	S1	penult	u	light	in-focus	non-final	0.08797989395589	224.265108961868	1.60050959637281	74.4353336490925	38.9161985631736
151	tutus	S1	ultima	u	light	in-focus	non-final	0.139828608838911	287.203490582267	2.11505928668082	77.573605916558	31.740443990607
152	tempe	S1	penult	e	heavy	in-focus	non-final	0.02908550963366	238.459441583348	6.13261307977364	78.0683600165905	37.4887175565889
152	tempe	S1	ultima	e	heavy	in-focus	non-final	0.175780872806286	240.609247209559	-0.813393103896345	77.9637062918816	39.5653493643345
153	pipis	S1	penult	i	light	in-focus	non-final	0.063969491975058	232.79462609402	9.96335099572328	74.1552330870091	34.901686205527
153	pipis	S1	ultima	i	light	in-focus	non-final	0.178489421814675	270.126736573272	-0.016389874178273	79.9117030281392	29.4575784135589
154	cingki	S1	penult	i	heavy	in-focus	non-final	0.119119760086051	233.476954795242	11.9056598301947	74.5993221424577	28.789348812219
154	cingki	S1	ultima	i	heavy	in-focus	non-final	0.177805632913987	276.816696990404	14.7533100962905	76.7713924409061	24.8388138488735
155	cete	S1	penult	e	light	in-focus	non-final	0.058931183992058	235.679656752813	-0.55444029717458	78.9969370133673	35.428438953163
155	cete	S1	ultima	e	light	in-focus	non-final	0.182560158575825	267.236470816888	-2.48995381884434	80.4218892697674	35.1108399035395
156	susu	S1	penult	u	light	in-focus	non-final	0.09619813081838	229.711190354229	6.02706472962	72.2118095181232	38.16585342184
156	susu	S1	ultima	u	light	in-focus	non-final	0.143596362550511	288.174042365303	8.68521903609336	73.8870189885929	27.3289011675501
157	pantas	S1	penult	a	heavy	in-focus	non-final	0.099082721295758	218.745794970802	6.42577861453217	77.9788969074302	35.2239494631356
157	pantas	S1	ultima	a	heavy	in-focus	non-final	0.169846101400367	270.552496148723	7.19591043363606	79.1365095096197	31.0080420544735
158	tuntun	S1	penult	u	heavy	in-focus	non-final	0.091263053130774	225.48221940387	4.13514327604226	73.9998047041428	37.1632899819362
158	tuntun	S1	ultima	u	heavy	in-focus	non-final	0.125145085257259	287.534141771478	3.85043282598777	77.0370398681797	34.1155431447391
159	tempe	S1	penult	e	heavy	in-focus	non-final	0.029131600977621	232.083188053927	8.73835486084246	75.3023666732554	36.5484680854317
159	tempe	S1	ultima	e	heavy	in-focus	non-final	0.188746240551495	275.702392340984	4.74156459815674	78.9644092254901	35.0392806661972
160	tutus	S1	penult	u	light	in-focus	non-final	0.085663022557014	229.501386105545	1.50230286154398	75.3433537103001	36.108359900947
160	tutus	S1	ultima	u	light	in-focus	non-final	0.149774071685329	287.169140187222	3.68320393639316	75.4719498881202	30.9726905309032
161	pantas	S1	penult	a	heavy	in-focus	non-final	0.090809592135315	218.146855118515	6.11362394689653	78.424708794426	33.3906769189566
161	pantas	S1	ultima	a	heavy	in-focus	non-final	0.133053666168394	282.372755923223	8.00890395238908	77.5326328259916	29.4899719738565
162	tatap	S1	penult	a	light	in-focus	non-final	0.084666665919144	214.881208858317	3.45127547771956	76.7223723050098	36.409116893526
162	tatap	S1	ultima	a	light	in-focus	non-final	0.09016099310918	273.354723462972	5.17501977511569	81.2878049156438	29.3799103273085
163	cete	S1	penult	e	light	in-focus	non-final	0.032710206731395	241.154281292036	1.96397717201358	77.4623174501108	32.1929044577482
163	cete	S1	ultima	e	light	in-focus	non-final	0.145183953624951	295.739763291091	0.594126503233483	80.21559374241	31.6083601961349
164	sinting	S1	penult	i	heavy	in-focus	non-final	0.08007492057618	222.104400140136	4.6626213694427	75.4470467176711	31.935740004772
164	sinting	S1	ultima	i	heavy	in-focus	non-final	0.078010476517989	264.606299000937	1.78219908769793	79.7818144087338	29.5762866268397
165	tatap	S1	penult	a	light	in-focus	non-final	0.07577666185523	218.454899557143	3.07729741063431	78.8251073636151	36.7975924680938
165	tatap	S1	ultima	a	light	in-focus	non-final	0.088644303047431	266.725350126935	5.89676285628437	80.9832832444418	33.4499124996442
166	pipis	S1	penult	i	light	in-focus	non-final	0.082454131260533	225.273761238356	4.90780287874836	75.2136121262435	33.2767441988311
166	pipis	S1	ultima	i	light	in-focus	non-final	0.174210815759125	268.088701139681	0.072880470237287	79.1347694534514	33.0050055777043
167	tutus	S1	penult	u	light	in-focus	non-final	0.082025867509628	222.526530350823	0.612540513077107	76.6057710149825	37.4895649692586
167	tutus	S1	ultima	u	light	in-focus	non-final	0.13768420044039	290.721926124078	1.43115102208194	78.817906246081	30.1034902285732
168	tuntun	S1	penult	u	heavy	in-focus	non-final	0.083756690254859	225.404237627478	1.73660293721618	76.0143543191869	36.1626098004591
168	tuntun	S1	ultima	u	heavy	in-focus	non-final	0.09983186433135	277.222330269261	4.53238310727206	78.6727864002201	34.6036400195194
169	cingki	S1	penult	i	heavy	in-focus	non-final	0.104597338734834	218.121244565335	6.57309664911537	74.3820680188657	31.1343427599645
169	cingki	S1	ultima	i	heavy	in-focus	non-final	0.201046168780977	287.359598004322	12.7716072923394	77.6654217382552	24.7417489103637
170	susu	S1	penult	u	light	in-focus	non-final	0.122448167837433	211.304015611379	5.16423806812592	72.1213601626055	34.2502611369791
170	susu	S1	ultima	u	light	in-focus	non-final	0.163311892528213	279.352709335389	7.07364140541657	74.5945778269044	30.9248721736277
171	tutus	S1	penult	u	light	in-focus	non-final	0.08119490173226	229.853519336033	-1.54625702785133	76.9101313230661	38.6134152384436
171	tutus	S1	ultima	u	light	in-focus	non-final	0.157896465911904	267.587305013399	2.63823741944251	76.9241895922992	32.1842587126214
173	tatap	S1	penult	a	light	out-of-focus	final	0.075953193415558	219.475829586551	3.78622352499367	78.6346867523442	37.8717428740554
173	tatap	S1	ultima	a	light	out-of-focus	final	0.201430295061186	221.594311412487	2.50700589183402	78.6081434453351	39.8263340108377
174	tatap	S1	penult	a	light	out-of-focus	final	0.076756283421673	214.132264428611	2.81971931743372	77.3029371837759	35.730265531821
174	tatap	S1	ultima	a	light	out-of-focus	final	0.17140155582922	224.299536013389	3.08814838464466	79.2748058595125	31.0247936797211
175	tatap	S1	penult	a	light	out-of-focus	final	0.101396072722309	204.257779572723	4.75097572061478	77.2929180523197	38.3516275777597
175	tatap	S1	ultima	a	light	out-of-focus	final	0.194771471149693	224.933549970528	4.47055512614556	75.948478513436	34.0007979733405
176	tatap	S1	penult	a	light	out-of-focus	final	0.078976926355722	209.238201398008	4.29589222934249	77.1272229130242	36.0645719439529
176	tatap	S1	ultima	a	light	out-of-focus	final	0.182787026584492	234.469474606391	6.676951404524	77.1949107005729	34.6085230955807
178	pantas	S1	penult	a	heavy	out-of-focus	final	0.078585404287992	213.863456858499	4.4091566605347	76.453158113305	38.8849605871585
178	pantas	S1	ultima	a	heavy	out-of-focus	final	0.244010430399157	221.567484675045	5.37526899599355	76.2229352930258	34.9327788925226
179	pantas	S1	penult	a	heavy	out-of-focus	final	0.084826436130925	209.36556331398	5.00755828891185	77.6090000311749	42.7780775167085
179	pantas	S1	ultima	a	heavy	out-of-focus	final	0.295847297048567	220.222322385611	5.99366386801264	76.812262962189	36.575538529891
180	pantas	S1	penult	a	heavy	out-of-focus	final	0.120113754644763	214.638947612832	6.05536065193188	78.8046840972513	37.7395200923864
180	pantas	S1	ultima	a	heavy	out-of-focus	final	0.273613555420297	236.417946311718	5.49878704130427	80.1762642888386	33.4813098457485
181	pantas	S1	penult	a	heavy	out-of-focus	final	0.070338830919354	211.731077681372	5.69251232768851	77.8122525439214	35.2572318919097
181	pantas	S1	ultima	a	heavy	out-of-focus	final	0.242307613908906	221.204032150588	5.8531187869502	77.9102789481487	33.4393700033335
183	tuntun	S1	penult	u	heavy	out-of-focus	final	0.102671261667638	216.627075563291	4.35195907303264	75.4668222047803	39.9958285337527
183	tuntun	S1	ultima	u	heavy	out-of-focus	final	0.218429717282334	230.351876944515	0.008144413393758	75.7413994679282	40.4719773279547
184	tuntun	S1	penult	u	heavy	out-of-focus	final	0.093815667360559	211.232677576904	3.0274222910304	73.4077423156087	43.3074361319559
184	tuntun	S1	ultima	u	heavy	out-of-focus	final	0.199774381653924	226.038476806252	1.58191596742346	75.8771309547706	41.6296407059055
185	tuntun	S1	penult	u	heavy	out-of-focus	final	0.065832739598363	209.281076189467	5.10965536758324	72.8016707249178	40.4863136704841
185	tuntun	S1	ultima	u	heavy	out-of-focus	final	0.191285153053741	227.291212888201	1.18319713550685	75.8430824354028	39.5718808293894
186	tuntun	S1	penult	u	heavy	out-of-focus	final	0.073511932763722	208.230876268883	2.18181151538144	75.5391540318491	41.3024415878479
186	tuntun	S1	ultima	u	heavy	out-of-focus	final	0.159792490929931	232.396848654479	-0.354808679423115	77.2472757343539	39.8191865739532
188	sinting	S1	penult	i	heavy	out-of-focus	final	0.068305420916431	218.034438613187	2.01019557235909	75.3818099328747	34.8735331167123
188	sinting	S1	ultima	i	heavy	out-of-focus	final	0.235804061805993	226.18249105228	1.44569419297146	76.2383925289154	32.8718473098202
189	sinting	S1	penult	i	heavy	out-of-focus	final	0.065329513925235	212.479819773691	2.76485280728959	75.0454196295355	34.8225311129541
189	sinting	S1	ultima	i	heavy	out-of-focus	final	0.224863139488207	218.362446864057	0.340623591664212	76.91198186336	34.0443663327794
190	sinting	S1	penult	i	heavy	out-of-focus	final	0.075308394006015	205.741664468649	2.40850978778896	75.8951703609252	34.1370454329157
190	sinting	S1	ultima	i	heavy	out-of-focus	final	0.164435626471231	227.958215020283	1.51015314524596	76.0926372468779	32.5739331700129
191	sinting	S1	penult	i	heavy	out-of-focus	final	0.080232520027948	209.286205364596	2.49444241896083	75.0966033403595	35.5451578629766
191	sinting	S1	ultima	i	heavy	out-of-focus	final	0.210285120835351	224.339707710505	1.30303233538224	76.1887377331474	34.1599221390881
193	susu	S1	penult	u	light	out-of-focus	final	0.100383509304493	219.794017269302	4.28749423365748	73.1597127127476	35.3648106399783
193	susu	S1	ultima	u	light	out-of-focus	final	0.338416092289663	219.541522912146	-1.56282416289139	70.7142325825104	41.8258906407032
194	susu	S1	penult	u	light	out-of-focus	final	0.084650216920409	211.675475493017	4.98326574519307	73.8561652737325	34.3289571644938
194	susu	S1	ultima	u	light	out-of-focus	final	0.33744844890748	237.378038160095	3.82455483555787	70.0971650697634	39.018177754894
195	susu	S1	penult	u	light	out-of-focus	final	0.089080296237398	208.845489750107	7.790785468584	70.9369437113399	35.7661237245699
195	susu	S1	ultima	u	light	out-of-focus	final	0.320891322411626	232.244794509771	0.358081531986812	70.8308484369758	39.9830592688843
196	susu	S1	penult	u	light	out-of-focus	final	0.096454447724	204.56795642508	6.64883886163729	71.5183915165428	33.7087569059083
196	susu	S1	ultima	u	light	out-of-focus	final	0.33587921657022	230.373794964144	2.20340355197016	69.2445096704549	36.9910226021695
198	titi	S1	penult	i	light	out-of-focus	final	0.096909934430414	214.043217322343	-1.46159018342952	77.2726650318318	35.7663735826805
198	titi	S1	ultima	i	light	out-of-focus	final	0.357265831109999	219.391153922663	-3.21551110920772	76.0057186677416	36.4401647324126
199	titi	S1	penult	i	light	out-of-focus	final	0.079702148548222	210.359127372036	3.89898410762851	74.9095752478907	36.60909701078
199	titi	S1	ultima	i	light	out-of-focus	final	0.289753670957907	219.559802749593	-0.139006656978495	74.7519441820805	36.4938372470124
200	titi	S1	penult	i	light	out-of-focus	final	0.094728868778248	207.495759402075	2.25735646340812	75.7489082409676	36.9300266087795
200	titi	S1	ultima	i	light	out-of-focus	final	0.315714645175149	220.035653457822	-2.61865300440157	74.0758420060369	35.0760692840777
201	titi	S1	penult	i	light	out-of-focus	final	0.093516443802855	210.387735943909	3.38787053009505	74.0312641568716	35.102054648903
201	titi	S1	ultima	i	light	out-of-focus	final	0.316567705032867	217.609263322755	-2.83446474898377	73.7394200826837	35.4823000470655
203	tempe	S1	penult	e	heavy	out-of-focus	final	0.031216828276683	223.614812403776	7.8943801604965	74.9178470474236	35.2136104314716
203	tempe	S1	ultima	e	heavy	out-of-focus	final	0.411315422753887	211.299084124513	1.76414031125965	70.7529372546318	36.7945101366603
204	tempe	S1	penult	e	heavy	out-of-focus	final	0.026691122690863	221.426328700194	5.04224081397141	75.5319862130722	34.7904118045314
204	tempe	S1	ultima	e	heavy	out-of-focus	final	0.379300531364152	221.679034093676	-0.084126164487877	73.2121634163846	36.9272409085407
205	tempe	S1	penult	e	heavy	out-of-focus	final	0.037276473246038	213.950728810121	6.54728532860803	73.8576022321991	35.4814903301814
